PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
1.080957657687183,1.8186912580890358,-0.7483169017373634,-1.6879698316515188,0.4299883455728834,1.1035447195099817,-0.324373201068083,1.001656456429316,1.0304171524977548,-0.1765502354358628,-0.1395992835971342
0.07136230634789496,-0.23155956204746156,-1.1910707026239393,-0.5362307907362591,1.1596818631110914,-0.6307187995116269,-1.0754776235949017,0.5681646655179885,0.2374513997823467,-0.13003561826078586,-0.14810485668202375
2.0042920380226623,-0.45647061831320584,-0.691859866525935,0.4616991308670395,-0.39804014466049015,0.4143914530674002,-0.5316557640766684,-0.3352733410714413,0.8031706101467586,0.08170697822592896,-0.2348420927336053
0.28506368469898263,-1.1927819740704968,0.4381447046494165,0.49446869423158507,1.04786548389714,-0.8458041694555173,-0.656840887269631,-1.1920904554775498,0.5701442624712402,-0.9399555156808531,0.04067452619007396
-0.7637539384512614,-1.2478096885772114,-1.1667141463112694,0.5491847731752368,-0.15495587319431375,-0.96796924515388,-0.25590165207451243,-0.10165051430232061,0.3634779393509144,0.22585970228957986,0.26975297073644
0.8624680759777044,-1.499759536695789,-0.5490633491448953,0.5828682610591828,-0.23036493335347724,-0.23688909042122633,-1.2203850575630402,-0.4935640830197063,0.6546469042322456,-0.7194374911091376,-0.3891085868597696
-2.024507150979758,0.5590629256112405,-0.0023397464540206724,-1.324910683319458,-0.5173249568504314,-0.6987166629104696,0.13379411330269478,0.7147687385358996,0.04371345813778959,0.26666212319181554,-0.1375262300986577
-1.443599183253708,0.386281948077772,1.1207927143455387,0.1097599089603103,-1.8339505808752017,-0.9847039092893439,0.4400509761804845,-0.3750217071582301,0.16847432813242716,-0.26014238061340295,-0.12429878015881392
0.45263273033114215,0.34001876017319893,-0.11684932968064096,0.5586991022259812,-1.2854739879509853,-0.1465790796227034,0.43064693155034006,0.27635473984423464,1.1930134282346943,0.4214771731926356,0.4768645050974482
0.2369043901472462,-0.7336608232448668,-0.7606930281378753,0.35654365044615943,-0.08851016717602761,-1.1551711318197722,0.2776710009627192,0.23474634718777002,-0.7679802292426091,0.22855303818031547,0.7984157341509653
-0.8718123357074953,-1.3978388149264014,-0.38147137883447707,-0.8489197673468788,-1.8798381219127196,0.5514515304736665,0.5419865687971854,0.5231361882201461,0.19104293972145875,-0.9110596008702486,0.5539967667460066
1.8207632006569192,-0.12722714887441067,-0.8649993683145454,0.47798295000445856,-0.6986496926993623,0.3884051208565192,0.06749857819727861,-1.1291059998349868,-0.19126793423123273,-0.16450684230903384,-0.3589787656597383
1.3811243340947017,0.3537621932616829,-0.041896740961856596,-1.1379719693336006,-0.5637833231642367,-0.7511347156135446,-1.9752281657959412,0.34748197352723376,-1.5104205847154264,0.7071329804895513,-0.13897672259173185
1.783076283383244,1.6873200848299674,0.6934768815914362,-1.2213186756355447,-0.009543800868131159,0.2630355899675654,-0.820266800671691,-0.06629696090630371,-0.2871809291080797,-0.3201473319595067,-0.5651451873855965
-2.0509985643567723,-0.5006394629121064,-0.2626441579204804,-0.38914941394997754,-0.5706173258068513,-1.0266195512874414,0.07806834717890192,-0.3735144211794567,-0.11861871736589309,0.15785100154328688,-0.13231696767876436
2.173788589597443,0.9118133173928297,-0.6875769208415605,1.3262200091782723,-0.8712430486424169,-0.17303797821433783,-0.5710299552955443,-0.8558873047480902,0.28534949136208637,-0.786843646355627,-0.2915914639835459
0.47552923931423074,0.3880654685256361,0.48889098476598175,-1.1092764746253985,0.5742568562398186,0.45162223946650437,-1.5164498506847117,1.703871369466909,0.0787342210466372,0.544183187921229,0.15155710101387113
1.874332851940826,0.8447569528074194,-0.9568472191912829,-0.46158761716336294,1.5874919582119844,0.1938088333098713,-0.08444521858202526,0.4018613057046145,0.5994814231236771,0.11006607009888869,0.34541950790087644
1.7608010662050755,-2.6995928213715277,0.5583351279752007,0.8989040828502399,1.035961477979744,-0.8461667984751886,2.2102777631027664,2.160080805944877,-0.25098400289071604,-0.6996800633445422,-0.44144534602102214
0.6177128461045794,-2.0638844142751847,0.28508058779704676,0.9876439000688377,0.44614041206735,-1.7464063517053638,1.1401955720671564,1.5389450379144292,-0.6678366659655249,-0.2729277863415781,0.3390010324379171
1.2902727655936894,-2.3929244799925318,-1.4514844971138239,-0.8941533491391463,-0.2475265575277517,1.2804337782348518,0.07130508271257029,0.6772835095758462,0.17599389658451015,-0.34054644555167024,-0.3975891097996904
0.9658893411997045,0.00897154690480677,-0.30931070672908884,-0.0037685499766016146,-1.2801139272259106,-0.4689486852134412,-1.4491776065616606,0.6120686738086837,0.15184822684872168,0.3015339921811704,-0.2687775866440816
0.8913689074198141,-2.33707382119927,-0.9326235134205763,-1.0289523074436007,-0.5289042669759957,0.48124934817393117,-0.9462018941970641,-0.7601493992051958,-1.0870428024612577,-0.10140958349878451,-0.02999430209988745
-2.0231383366764444,-2.0537142831854043,0.4577686718559337,0.11287363672600097,-2.038033143302222,-0.9282588100821582,-0.5248892834353658,0.6438704613068509,1.1456852411598952,0.46169517552719397,0.059380180406031574
0.6533046422747524,1.5125077956031112,0.18242438449797596,-0.5758412155224589,-0.9451925580572837,-0.20612630928010353,0.5252508657646873,0.5461600191777188,0.31074842166201144,1.5825554075012738,0.6443801363604049
0.2820780217153525,0.38241139461597823,-0.6316730313100851,-1.8149556897527737,1.100687915696473,1.0671984572157707,0.931836840516304,0.3943757075907517,0.7167726526843134,0.13190981443271663,0.20049788132487376
-1.4063688888175365,-2.6907849114390263,-1.1603169948870102,-0.8177950303680729,-0.8906170004187054,-0.011038395984519805,-0.16948378381121862,-0.632303502233344,-0.29436122996181463,0.2584306028886663,0.8206507782112186
0.4628487597472897,-1.0423193305740202,-0.7794134346417377,-1.002410474755699,1.9314169830340397,-0.6473873198318966,0.13030604029526488,0.24348051091185738,-0.9065155149583564,0.21443642745069796,0.6108993806614351
2.2563557625510433,1.0417527374942468,-2.1209340128610874,1.2019978407492022,0.604052700386818,-0.7835757294229206,-0.24627085335116886,0.6394615822722256,0.21068227830928127,1.4877524872918984,-0.4543740214097456
4.263546305664643,-2.4769628224395417,6.039358426447748,-0.3977266782568983,1.0814485798062534,-0.06771116925286673,0.8212114214281223,-1.9613149380759056,0.2813235593384167,2.14313777647555,-0.663695511951735
1.7434407987645948,3.1457539380971293,0.4142009851524884,-0.17881709743789717,-0.4083573327829852,-0.5797079685382751,0.31135014568277614,-0.16283203369675722,-0.7536960752033758,-0.14945167977532972,0.7733286437853124
2.4486235633027222,1.1794601019651043,0.24574990347811065,-1.128706507296419,0.47217419206154276,0.34968564427612464,-0.1803744107430502,-0.03106239850347079,-0.3601136069752172,0.39906364156805485,1.1095585240974555
0.2236798116354269,0.5775039868205362,-0.05278110100784555,-1.8919129925306526,-0.6553797130041886,0.2715865958375375,-0.31480415217915464,0.7843172009202513,-0.8391906227253125,0.1399769908571765,-0.8102200875342264
-1.1686250062713408,-0.49743822674866545,-0.06403777449491407,0.843742132040244,-0.12242002730861853,0.697687592136782,-0.8034170123635307,0.42501485757072194,-0.46813625911187995,-0.489026439737472,0.29205607774113557
-2.5589194898534315,-0.7099279194521203,-1.7110217334171873,-1.3093736652253982,2.5062642600367138,-0.7275837767829527,0.9634644521363003,0.04730022496631849,0.08302329555745941,0.24891727621953047,-0.07983257850063906
-0.3883837647041208,2.108168487934947,0.44381437929705836,-1.2372368504592857,0.42397859709644276,-0.30301105375468673,0.6118234579628632,-0.19229158314503944,-0.47135380273339433,-0.547779476017339,-0.8277897994617565
-0.46933517537971536,-0.39790812730769787,1.1101012050195438,-1.4472307863618616,-0.759391095523236,0.6427754909182989,0.5006412662429123,-1.0450791779870663,0.1559201629720583,-0.6103949978586225,0.2912459430160186
1.8975082182420886,-1.1991657832609435,3.3034854448791005,0.21456179260143254,0.7141361689422459,0.18082024749217337,0.11398581460546704,0.740447363916933,-0.23776905611457738,-1.164940862823784,-0.1872028575880137
-1.360403252026332,1.8708013714633938,-0.4551726130996016,0.10995684167857797,0.03949768992403043,-1.470820123542865,0.6698132789647838,-0.2946338565041504,-0.7018909779675991,-0.38436612602845305,-0.7587298239214864
-1.6814487971809653,-0.5530922497725929,-1.3682080396368925,0.5581957693229527,1.6066610914394075,-1.9948465584239248,0.9779605705731924,-1.3098162369090418,-1.210708012282818,0.7287705972794768,-0.6573844639695857
