Component,Eigenvalue,Explained_Inertia(%),Cumulative_Inertia(%)
Component 1,0.45271347584693816,27.081853223855244,27.081853223855244
Component 2,0.36906581009258854,22.077951358024094,49.15980458187934
Component 3,0.32995023562196374,19.73801163213355,68.89781621401289
Component 4,0.2837925644860451,16.976805391211837,85.87462160522473
Component 5,0.2361267191685058,14.125378394775282,100.00000000000003
