,0,1,2,3,4,5,6,7,8,9,Cluster
0,-0.6618409625660485,-0.19857388230041398,0.17434903282012337,-0.08125284615219572,-0.39400475747492936,0.18193590326317036,0.15038219948088377,0.15103385483302287,-0.14925102798189152,-0.08632223101037759,0
1,-0.05475605967733037,-0.08538980518988042,-0.2354433031550879,0.07552333395083959,0.2706923346642627,0.030419579815389047,0.09512420380652084,-0.03533999390585699,0.3485036235901549,0.20606457785654922,6
2,-0.9780744332031968,-0.4947772409465119,0.022501930278679347,0.6338107193723981,1.9196754479460394,-0.2264579927668756,-0.4105834472881372,0.049782923154811254,-0.7091640499480851,-0.8666291773776131,8
3,-0.7821014738793992,-0.14425134039306967,-0.014616399504948864,-0.18097835627457962,-0.3228517634651347,-0.4339218278892601,0.44265237309109046,-0.24297959451069276,0.38727749248847965,0.12125080633718141,6
4,0.0894492618016426,0.018507206298972463,-0.40193378932886037,-0.2751231328885029,0.05852896760417584,0.11262033137898839,-0.20137063014194737,-0.2027576482605662,0.25792229941672495,-0.030468858630511585,6
5,-0.4735656202322942,0.18459735110331438,0.3865485895080359,-0.07524989266926618,-0.07326813916059821,-0.4678721448470979,0.2859613874845833,-0.41398698868855854,0.3030856839101187,-0.23361090935447576,6
6,0.09260161350150221,0.4249780638931961,-0.8688092021996718,0.21112176147074704,-0.0030423897109149722,0.4582269050416259,-0.3482771188960067,0.6197175604444805,-0.6496128369718014,-0.2759301603373018,1
7,-0.2417181474932374,0.27061513968208517,0.06932338350748364,0.16131061301197683,-0.04942137707604659,0.05018596541735784,-0.3034357560564141,0.7832843755987946,0.8295436287465199,0.657310823433559,1
8,-0.16546907330017693,-0.21492622577450882,-0.020875972932103883,-0.01902845589929701,-0.012637682126396134,0.018695735513646346,0.07333925948437718,0.004695297397259224,0.14860971173246948,-0.1095109712170684,6
9,-0.24462888089080012,0.012444790840368048,-0.22118039283337398,-0.26377500711757207,0.03208571087013012,-0.14418297356634666,-0.05166973105243068,-0.37878722734773723,0.4180432698135718,-0.15180958535742492,6
10,-0.4736241289070138,0.09238276561718367,-0.023697313503641387,-0.13174170692784176,-0.0630120316155111,-0.06640881369472773,-0.04845642194143019,-0.14762182718070174,0.41602988855981443,-0.22498356352462148,6
11,-0.5371869553693343,-0.048774920270864816,0.37558305140183545,0.33041517783417695,0.08512320635215029,0.005736730173904625,-0.06535891714658118,-0.020113497494748927,0.25768822999690316,0.1328806833695344,6
12,-0.5210386238754147,0.06526024166397361,0.22500542333855567,-0.18691717649185058,-0.06764170761996158,-0.12432913593963303,0.1245473430857618,-0.26930362424573784,0.5317844458330686,-0.2917542634108501,6
