,0,1,2,3,4,5,6,7,8,9
"Mécanisme AT__morsute chien, coupure",1.1184514492416033,1.3673578470407157,1.5977789903141792,0.591825664974775,0.5856490644873209,4.339631091491688,2.030228787960651,-0.9703160143064014,0.5460075259164833,-0.5500262555160402
Mécanisme AT__pas d'accident,0.273336813960762,-0.11753811154121593,-0.3652075024119209,-0.08243203871960009,0.2577421796119983,-0.04533449272586961,-0.16061789911817054,-0.15966803514936392,-0.12282694743733537,0.046652121599193845
Mécanisme AT__trajet,-1.007824933119898,0.22318719052855227,-0.05830478439692855,-0.32972462725157126,-0.15883634967297333,-0.17348823569868935,-0.13016249124930873,-0.4087736286056356,1.1593511514845833,-0.6450526699131615
Ménopause__non,0.4153495279890555,0.23953788193185363,-0.08419549393860765,0.009958931002963316,0.011084793512281347,0.1127298312386981,-0.19328306574584422,0.23367664368530733,0.07954449559028018,0.15103414572736085
Ménopause__oui,-0.65652022166012,-0.37862439402131687,0.13308320009650879,-0.015741536101457843,-0.01752112522908998,-0.17818586228052263,0.3055119426305282,-0.3693598561477439,-0.12573162206205624,-0.2387313916335702
Antécédents gynéco__aucun antécédent,-0.7312468806064463,-0.23588498596253688,-0.17611952686329482,-0.14201282125740444,-0.031077342047641503,0.12480908693378508,-0.007049715625547392,-0.05832424331616681,-0.2328769133874575,-0.04491045794137639
Antécédents gynéco__g0,0.11113118607905229,0.23733067029478006,-0.021710302520858996,-0.6052819660252227,-0.8564000323727079,0.5248045016615004,0.042406465051739714,0.5586613241023842,-0.9094800660647179,-0.21489904892091966
Antécédents gynéco__g0p0a0,0.19704700254464622,1.026702973037468,-2.1376150173535695,0.5283979214248807,-0.007669044523322591,1.1970847374383082,-0.9355337357642693,1.716034821757297,-1.8102771249670522,-0.7911221773125878
Antécédents gynéco__g10p4a6,-1.0965028095909597,-0.33106237291236307,-0.4440810014738546,0.20952069111765761,1.0775821142142703,0.2646388367334287,-0.420108526640811,-0.2906260466202311,-0.6689070141877731,-0.879100859078863
Antécédents gynéco__g1p1a0,0.4918292543787606,-0.8410656264042395,-0.0001666328735750134,-0.3003048942018639,0.31517663931456147,0.746532286665353,-0.31277824000765264,-0.6027549185975215,0.9826041679239919,-0.2073795043551574
Antécédents gynéco__g2p1a1,-0.1296276101370952,-0.45053917717787834,-0.523139513829616,-0.013670412717489078,0.8422113450735754,0.5410605772432364,-1.2002690679922055,1.224930845909532,0.6703642167399937,-0.2415866621189297
Antécédents gynéco__g2p2a0,0.8082891187134859,0.09363852009616648,-0.7601833942835573,1.767331585168598,-1.431243349737003,0.8334573446490309,-1.7072478143014023,0.0999867394587536,0.6545473152281424,-1.0405389171174264
Antécédents gynéco__g3p2a1,0.45695510174782267,1.4823624383425522,-0.6236983270563796,-0.11250656530598946,0.9772327216217475,-0.399365813715,0.4906891249255208,-0.47357439711829896,-0.4439389070437464,0.3097935581968945
Antécédents gynéco__g3p3a0,0.27448295565061853,0.28710336957533644,0.09417193528781687,0.49533470754202796,0.250917302982776,-0.7189087813881199,0.45225347557545426,1.4341604387399465,0.9082840895052859,0.1213763313659175
Antécédents gynéco__g4p2a2,0.9309086231810855,0.2330587414636605,0.1089029653314904,-0.07146903742115614,1.5448012404246398,2.418624328389966,1.6721141719868062,-0.35881318114398997,0.7003696543569924,0.2276378586466592
Antécédents gynéco__g4p3a1,1.3988447240309656,-1.1035337518375372,0.19410398212832108,1.169850100311497,-0.22790602572900787,-0.8355644743854252,0.18719167840722323,-0.8003588914761003,-0.7274458076548207,0.028210786755313248
Antécédents gynéco__g4p4a0,-0.49844975389878216,0.12131498071769448,-0.16956544558849196,0.5146118523425443,0.025990595908939432,0.1799681156560938,-0.48470691996495296,-0.2654050417900996,0.4375109487025813,0.5936747331146616
Antécédents gynéco__g5p3a2,0.414321823689948,0.4587068206795482,-0.7810478631402468,-0.8797708277107205,0.02288601602357057,-0.5597791731936982,-0.16138503889966774,-0.9036084582872527,0.24379326570930784,0.15640565418864733
Antécédents gynéco__g5p4a1,-0.7925527154516451,-0.2592922129462744,-0.16391975555026644,-0.024475056990519863,0.7850075497409112,-0.36289470209838115,-0.24962730220632873,-0.1519436681741525,0.4518613898960354,-0.6654587122226008
Antécédents gynéco__g5p5a0,-1.14024444119987,-1.2159973788904126,-0.09937121714546145,-0.029291770667299044,-0.4823775264259185,-0.31518056311346154,0.9217660550807334,0.2895175088479936,-0.8223950167002179,1.8647712199209783
Antécédents gynéco__g6p4a2,1.4093567561654967,-0.5996011086665559,-0.07996596982694547,-0.8619765136030108,-0.29325318500535374,-1.0762937417473506,-0.3845512931624483,0.32685607854219617,0.5003229347463084,-0.21490570809636472
Antécédents gynéco__g6p5a1,-0.8426160107618554,0.7511239187736017,2.291794665861417,0.04741160720992106,0.4598114177757594,-0.5931009791631164,0.7825060155623005,-0.8823569064577723,-0.7304174077519271,-1.4765469757216034
Antécédents gynéco__g6p6a0,-1.3768742305834176,-0.7713648799256448,0.49608262608862536,-0.5919655916037687,-0.7095556937995601,-0.5428476940122869,0.9680616699148232,-0.4496582466384547,2.101595656976371,-1.8090065998277103
Antécédents gynéco__g7p7a0,-0.6092935256427852,-0.5116345266504536,1.317263095734487,-0.4415327491552264,-1.3342491448376022,0.6415529554119518,0.8683674162637323,0.17984753957345587,-0.23605676971334752,-0.0874502469349381
Antécédents gynéco__g8p3a5,0.3342899934188011,1.7484380663240027,5.268347243962901,0.5552336206229592,0.8159707628928442,-0.11571243100992784,-3.1024730077039773,-0.5560635306416608,0.41967077693460353,2.069826368207789
Antécédents gynéco__g8p4a4,0.3809512816888719,1.9216010951514702,-0.4753210969712616,-1.9796715899842126,-0.11282751990319707,-1.3268987524811837,-0.37390353037575524,-2.1084518164235546,-0.4853851545715105,0.3221225955190202
Antécédents gynéco__g9p6a3,-0.8915550421696665,-0.7974880900347944,0.20699669223022596,-0.6281375277528592,-1.213057417960435,0.5778318222086379,0.3868073663262083,-0.5981449363291861,-0.5335081793409597,-0.44738094194577005
Antécédents gynéco__g9p9a0,-1.4914555292673417,-0.47106692065666683,0.5035618580973417,-0.04023019759725019,-0.8193365393517675,0.12495166262631635,0.6558871405460958,0.555049974609377,0.3327457951823834,-0.6314555736866462
Antécédents gynéco__gp2a0,0.6451511649982029,1.5880482492662267,1.1488395870684485,-0.9695307814612364,0.205172201439918,-0.4371950057418427,-2.5210307031772046,-0.21000191168080382,-0.09465669244818221,2.459817211439753
Catégorie professionnelle__agricultrice indépendante,-0.27389175524450626,0.0366734993488129,-0.2681087641918652,0.04660229234512001,0.043393863309030306,0.010757332057593884,0.08089696427355171,0.004900979251302962,0.0898487079995105,0.03044224072175775
Catégorie professionnelle__ouvrière,1.355584503865583,-0.9051115100799121,0.36697186826969747,-0.5550630662460092,-0.22764225653235381,-0.6392323683774171,-0.6090649159067367,0.2967717979917787,-0.19203105494055986,-0.17555380821765704
"Catégorie professionnelle__ouvrière, agricultrice indépendante",0.38199857802928,0.7081393531562571,2.048774710005181,0.4955243152838018,-0.04920946340463433,0.7311005492324528,0.10613023628043278,-0.2376628701157908,-0.5075446839481231,-0.050932800585760274
Catégorie professionnelle__pêcheur indépendante,0.7514537402985989,1.8203826690789298,-1.388398272837615,-0.8073816699239497,-0.0695307160039042,0.6076652515761857,0.3321257201441362,-1.6079386026880433,-0.09749655892720474,0.22464876152791288
Statut__permanente,-0.1954979426075015,0.09478914414656345,0.062179513570581685,0.0397881668765947,0.004472793291918773,0.055010835437723754,0.11375325479907361,-0.09107006971010868,0.05247310429612394,0.08610052822661324
Statut__saisonnière,1.1078216747758427,-0.5371384834971926,-0.3523505768999633,-0.22546627896736912,-0.025345828654206863,-0.31172806748043413,-0.6446017771947501,0.516063728357282,-0.29734759101137004,-0.4879029932841415
Masque pour pesticides__jamais,0.15544763739769155,-0.012162729397224315,0.1014080641532393,-0.01139209524897813,-0.13571150896964113,0.13201906475138936,-0.050261693251390356,0.13315650867481119,0.035552904052162645,-0.015700274394771757
Masque pour pesticides__parfois,-0.4890854718371615,0.738325327457938,-0.30677550715532004,-0.8560093429977077,-0.02550583804102146,-0.9196541541894293,0.3661338519317817,-1.0768004567448455,0.44315121604026747,-0.1569216804881062
Masque pour pesticides__souvent,-0.9861891667642614,-0.7051166464460659,-0.44858106007508813,0.4159375712031446,1.3850605787623647,0.13873020071088932,-0.23317670968746573,0.4707378485597037,-0.6299652249160562,0.10117656007620844
Masque pour pesticides__toujours,0.8673591485948754,-0.1923714131186838,-0.8958446280391452,4.665605841494261,-0.8058407729513506,-2.063098315549702,1.919914520446995,-3.202777841147086,-1.410839013248171,1.551955084636787
Bottes__jamais,0.12259463792954012,-0.00831505232530232,0.1766766997660924,-0.2505078650967637,-0.11605695968964427,0.25968521064144434,-0.03284749772866081,-0.048467798273330705,-0.16144414989347308,-0.03457886548959907
Bottes__parfois,0.010936543320551237,-0.008779804331436424,-0.23781805594036903,-0.698442449925401,-0.18080388684881973,-0.89322254297202,0.16430996892358013,-0.751686461042083,0.8317561018104306,-0.3105420954781654
Bottes__souvent,-0.7260432331374641,-0.405584777098853,-0.42851809764095444,0.33699670191429704,0.7122432300652767,0.11979918206752989,-0.30000616282392734,0.6339031674341227,-0.04261277089186441,0.5220454581297479
Bottes__toujours,0.6542513223736651,1.0302895898272377,-0.07606684365459558,2.4653106545486745,-0.3934197279905775,-0.9548706085495718,0.6998935794553713,0.17760169666827327,0.05853754484257318,-0.4123786974258101
Niveau scolaire__analphabète,-0.6744396061396524,-0.5820860653716862,1.00812734642964,-0.31320126000054194,-0.8432216785533009,0.35429181503426754,0.6670288932351959,-0.0026441591566217274,-0.7571250296484584,-0.3852311078075969
Niveau scolaire__primaire,-0.3088814379645866,-0.38084021255689476,-0.12666042884124198,0.19873086406407944,0.05278300353296888,-0.353989418196744,0.08390093590560055,-0.09666565649702748,-0.10962483592479647,0.20887090960824892
Niveau scolaire__secondaire,0.3827568137942344,0.1999520050967661,0.028124208739222546,-0.01349596519694716,0.10391290649256044,0.23656697133854665,-0.2834178228417635,-0.16102295929226357,0.29040387302565024,0.00733571321488833
Niveau scolaire__supérieur,0.035736505082631806,0.8824831034823183,-0.7547162758451657,-0.2069262642856754,0.27508582015448213,-0.2779236033756377,0.22426191662679038,0.9259923373170877,-0.08779649200473198,-0.2475165950313419
Gants__jamais,0.10546426906207398,-0.058908934907615826,-0.12452144308380463,-0.12253557867147738,-0.4051465388726997,0.4251198780144228,-0.07068711138518441,-0.05916888436620795,-0.03858789135291451,0.06483149605995282
Gants__parfois,0.12217769547337037,0.8281781791613386,0.7684660569411703,-0.4823119484879231,0.302125702156874,-0.7109174611080917,-0.20255305095069476,-0.5465499453040968,-0.19745491391378825,0.010778671746552518
Gants__souvent,-0.7548294823319387,-0.2203963753417395,-0.27427157811203734,0.17084062303464928,0.37815496186614994,0.015506653584786154,-0.128304605628159,0.3670362095139418,0.10362615577583593,-0.08416126460513025
Gants__toujours,1.8186976926540086,-0.4794402377459256,0.1536044407815201,0.940165887097802,0.22598888379860307,-0.9192211857355552,1.1796051724716416,0.060908585400304784,0.20986431870915645,-0.06488374862005082
Casquette/Mdhalla__jamais,-0.40679745859622257,0.0360681257016492,-0.1380040345417319,-0.3249884962681063,-0.42657616533926646,0.1797214201413745,0.01684665168816395,-0.314907225926262,0.19295960898283263,-0.17570840324868867
Casquette/Mdhalla__parfois,0.18115869282187202,-0.6208481620529839,-0.24763397418541314,1.3815930130429326,-0.6937213328780641,-0.21598517372704285,0.23618822910269638,-0.39767604361771863,-0.9261920128766424,1.1321293872055025
Casquette/Mdhalla__souvent,-0.22511982191706673,0.38012193759333956,-0.6325325797490657,0.01603080379676242,0.7265711883790235,-0.24069626025341992,-0.18168200805952353,0.15322259236469185,-0.7585168777997434,-0.05014797340377239
Casquette/Mdhalla__toujours,0.48167755814911833,-0.07782027043822093,0.4662284150881338,0.052556161889859974,0.2646921224619445,-0.038213386624196204,0.014083017594151669,0.3385428854893144,0.31453745367295655,-0.023129738942487408
Manteau imperméable__jamais,-0.018894372823665052,-0.05223418990364777,-0.17324157069926865,-0.10487329582682307,-0.09379565686578555,0.09827839994812536,-0.0041406847756663675,-0.06841873129902422,0.01570461252609529,0.06633239588805522
Manteau imperméable__parfois,1.6446003815206371,0.9395200046418726,0.30986803111394773,0.20222944468773005,-0.0780696527752212,-2.3691678246597383,1.6033362039061008,2.6351532226316796,0.9489100128392789,-0.7333784675615389
Manteau imperméable__souvent,-0.7920003280383824,0.4563842513502252,2.189795840617424,0.9689930486007446,1.4442140536313834,-0.32137298632468564,-0.6547300983538836,0.06053132851945449,-0.5398362013992241,-0.5275383912355482
Manteau imperméable__toujours,2.031195720454527,-0.400099592972229,0.904677825032321,2.3014531671520904,-0.31164366826992007,-0.7308442153221111,0.3651073878052014,-0.6468144343308966,-0.32937112056130885,-0.671483612639154
Produits chimiques utilisés__aucun produit chimique,0.7222398568647292,0.4539089414548427,-0.5005485455491157,1.4033403625369916,-0.4962632750533249,0.8558873417762531,0.1078234878126475,-0.7094246981041157,-0.21949529424651873,-0.21880041004710052
Produits chimiques utilisés__engrais chimiques,-0.7390301814843862,0.3950281083701421,0.18132987457340977,0.39853473109344423,1.7208859586579865,0.01894910549916564,-0.10333448537754848,-0.11690936899370549,-1.4311108708592932,-1.099396460192689
"Produits chimiques utilisés__engrais chimiques, pesticides",-0.1482661415073685,0.7335475740314551,0.043236581995764606,-0.15573150939341485,0.2425201520316351,-0.26122662032787997,-1.135261668442135,0.34809569250958383,1.010520613562919,1.784918669615863
Produits chimiques utilisés__pesticides,-0.024146115686012517,-0.15392687572852873,0.05318051368063142,-0.23603845265278556,-0.11195126040318922,-0.11101269225688115,0.06869905238885267,0.09334255289935958,0.10688590851020899,0.02337553726420642
Produits biologiques utilisés__animaux,0.31774957140910604,0.564804790903118,-1.2292141232256117,1.3427337307843952,-1.023880898043389,0.9479952801068551,-1.1143096269327297,0.31091031310602557,-0.451978183374756,-0.4176607009086811
"Produits biologiques utilisés__animaux, engrais naturels",0.8673591485948754,-0.1923714131186838,-0.8958446280391452,4.665605841494261,-0.8058407729513506,-2.063098315549702,1.919914520446995,-3.202777841147086,-1.410839013248171,1.551955084636787
Produits biologiques utilisés__aucun produit biologique,0.4209092712695117,-0.013707875982366616,-0.3103251771526344,-1.0481111026027146,-0.4766375783264096,-0.7916627168724449,-0.02628874055698595,-0.6641585684600003,-0.025179519956722983,-0.5852147069911116
Produits biologiques utilisés__engrais naturels,-0.05913920129597782,-0.03681172910667766,0.11833165646825335,-0.10266900121436238,0.11188279394962754,0.006996754035788726,0.053668408234922915,0.06149800784938502,0.05387782871355472,0.04110296068387239
Engrais utilisés__aucun engrais,1.654343213865691,-1.2953511868156644,0.19224906512110518,-0.20850152009447936,0.016608184957036254,0.443085534766101,-0.31666323724490075,0.05875046291257314,-0.5926371528733418,-0.2826958175972134
Engrais utilisés__chimique,-0.9014983333092683,0.03888980716779825,-0.3138545254947474,-0.5676686714083901,-0.7934308795301906,0.4663539826992922,0.8889621007252769,0.6620734206623322,-1.6375518574718937,0.75112102357603
Engrais utilisés__organique,-0.055624746522770746,0.04342688871241016,0.0022641597898944857,0.027528186107421304,-0.014966332858430782,-0.06430758164174985,-0.059335032001437644,-0.018737857998102705,0.04103832310218496,-0.029882286493457515
Engrais utilisés__organo minéral,2.6661662280949727,-0.7440938941350208,0.07339893650519129,-0.5122735750508491,2.676120353528613,3.0041895882004575,3.305529673147077,-0.03630841729211524,1.3825037880265847,1.3043210750516818
Contraintes thermiques__aucune contrainte thermique,1.1660830978968557,-0.03572574300606559,-0.06401930605261485,-1.0761342897854533,-0.4762514437522814,-0.9368735037485914,-0.28996183990309804,-0.3451347602933451,-0.3317080851655591,-0.3011620494224012
Contraintes thermiques__chaleur,-0.23460153286096205,-0.12744366292516274,0.06759245396366584,0.22734260387492047,0.009327925960938451,-0.10318164883903459,0.0012023515150834218,-0.029964287242081538,0.13099338517513007,0.026502716103768986
"Contraintes thermiques__chaleur, froid",0.04356939250084715,-0.018020068334541013,0.03609634087641055,-0.3207234656849199,-0.18503422087690707,0.005992313648452167,-0.5344272148568021,0.24128349825820392,-0.3621865923714693,0.12255041361745779
Contraintes thermiques__froid,0.8037659523617988,0.7459948779178792,-0.3890063606518941,-0.5219414001004521,0.32329841299656364,0.9465743213495789,0.6436787823335748,0.06457041441478989,-0.23869313054303695,-0.15050080402960336
Moyen de transport__a pieds,-0.28172936455091513,0.2395539503124852,-0.025777077581532724,-0.019250037846539045,-0.15034357388727043,0.10696209326709918,-0.1149207729393483,-0.0801596312201397,0.0053090181658408675,0.005400479412578149
Moyen de transport__bus transport public,-0.9911715068346872,-2.234878153020771,0.28144746200254656,0.2791257032415597,-0.5782025121332754,-0.01925082187134325,0.8635534248687474,0.6318094320296109,-1.1672018757035172,2.535555578000782
Moyen de transport__camion non protégé,1.5035940530939451,-1.089579880054278,0.29699519243841177,-0.09829869826215924,-0.16419909887568168,-0.7808010730925199,-0.2818475827884508,0.042213845952600804,-0.08825395662047489,-0.5607232575476497
Moyen de transport__charette,0.854739662940524,-0.5566093741345041,-0.28894949769037287,-0.1185705534805489,1.2095206621137322,1.1708581065609092,0.9150571649047275,-0.21159438279640713,0.8051595206241785,0.6209548338856973
Moyen de transport__charrette,-2.081244894562417,-1.1953305533405758,0.055363667835661046,1.586308603907644,4.838984442988808,-0.5916051716507478,-1.102899517206401,0.13785187820279426,-1.9762285847897068,-2.4847213544597366
Moyen de transport__voiture,0.8288554678223254,2.485347755924155,-0.2984191864405262,0.29314100521296416,0.46621134635106015,-1.9169492912559292,2.25711452359534,2.0219702927011918,0.4244166046650665,-0.20398008012425184
Profession du mari__a l'étranger,0.38441625242891325,-0.23696643901588266,-0.8007019393326893,-0.04865616372153068,-0.39690336900794543,0.15541615942456585,-0.6648003110131219,-0.5639688985521649,0.34535606245630684,0.33219388953048196
Profession du mari__agriculteur,-0.2473476014481409,0.01543396538308455,-0.16059586767646847,0.7602421322459497,0.0036378520654858594,-0.2217269238002046,0.0012779954030586742,-0.7254424300576255,0.44441843099994893,0.4962757224263266
Profession du mari__chauffeur de louage,0.11080316889265816,1.3997835897520103,-1.2782207377989268,4.063603631580701,-2.7947164682464845,1.8747022817193286,-1.883709804095478,-0.30869111506541314,1.7461660746995267,-2.2303112331725483
Profession du mari__chauffeur de taxi,0.22253325706230198,2.129347940834356,-0.5517317553920998,0.743054901560389,1.3889012285219517,-0.8059231619923307,0.09598468325887952,-0.40867948832785184,-1.516675651982284,-0.1157541734268438
Profession du mari__chômeur,-1.4459657948314324,-0.49949234071742876,0.5162375917653377,0.12400920628449014,0.18135624727329996,-0.32124332228892755,0.35313596797122637,-0.07959230247262337,0.9157185364744213,0.6674914358664877
Profession du mari__directeur,1.0860514976797495,2.4547078788539887,0.29605970442625884,1.4248496868983611,-0.08444901887333643,-3.053445845010725,3.391646418197547,4.2376500985752985,1.417224206832312,-0.6882034475953878
Profession du mari__douanier retraité,-1.108718251901434,0.15766198265326065,0.5536025294123842,-0.4678184136436664,-0.1705065151614061,-0.3248008997610183,0.3345561187765782,-0.7457177693975178,1.4819245601617843,-0.8364916246475973
Profession du mari__handicapé,0.5714043701090845,-1.0995741606421685,0.580262153922964,-0.3803969801245192,-0.4120359434014993,-0.872726360626906,-0.1720998277489158,0.6049058881086914,0.08629827233367912,-0.4618041343399677
Profession du mari__infirmier retraité,-2.081244894562417,-1.1953305533405758,0.055363667835661046,1.586308603907644,4.838984442988808,-0.5916051716507478,-1.102899517206401,0.13785187820279426,-1.9762285847897068,-2.4847213544597366
Profession du mari__instituteur + agriculteur,-0.9144007784554784,-0.04573691611277446,-0.9244176561336033,-0.22246382160787473,0.04071720423666167,-0.08863113220414826,0.7709150655510977,0.5672761351077981,-2.0344031190614005,2.0403343000212373
Profession du mari__maintenance hotel,0.6338492318610266,-0.7747338060017861,-0.452439153790915,0.38649019341281876,0.29248935931345477,-0.19301625301995545,-0.5148724946233819,-0.10069474731789775,-0.4275266719512651,0.8035295120125757
Profession du mari__marbrier hotel,-0.514352122205888,0.6537781407239247,0.1705630019389473,0.403730018286685,-0.12457797232232763,0.13110721473080744,-0.8150819305263479,2.168961071398221,2.3116905482998806,1.884582566727079
Profession du mari__marin,0.3855796920527898,1.4350517983379898,-0.8896935584277914,-0.6844904302461403,0.4971122171647327,0.23123518177475386,0.6354143752368515,-0.6989760516792646,-0.3490968810095383,0.07326680325860854
Profession du mari__maçon,-0.1012979588898352,0.021748270970588877,-0.5117247771888705,-0.003700875055252902,0.6535506496422564,-0.3155975923118525,-0.25147078982722665,1.0432176537308824,0.4298006970147429,0.050225022494392875
Profession du mari__menuisier,2.6661662280949727,-0.7440938941350208,0.07339893650519129,-0.5122735750508491,2.676120353528613,3.0041895882004575,3.305529673147077,-0.03630841729211524,1.3825037880265847,1.3043210750516818
Profession du mari__mécanicien,-1.6642339726746274,-0.3484962934073346,-0.03596213645333561,-0.45295466754444097,-0.8138222856737848,-1.1335894765070114,1.189042305034341,-0.6728249637750455,1.0792268036675634,0.34763942366111206
Profession du mari__ouvrier,0.6299159069635691,-1.0999107517768214,-0.05434922850760221,-0.02810573410656091,0.9521210088988112,0.34778934982920146,0.06520623872091941,-0.03228770328655285,1.0203494466831855,-0.10283849005583015
Profession du mari__ouvrier agricole,0.489720579208502,1.6682431577951147,3.208593415515675,-0.2071485804191386,0.5105714821663812,-0.2764537183758853,-2.811751855440591,-0.38303272116123227,0.16250704224321064,2.264821789823771
Profession du mari__ouvrier journalier,0.060825994610301165,-0.24902824496665357,0.14731448163041178,-0.22615479126850146,-0.3862878920202249,0.07587040049367194,-0.020080298996685352,0.203390800847521,-0.46233536809978104,-0.3748364967531428
Profession du mari__policier,-1.6839758709878088,-2.33591053657822,-0.09799720662114095,1.1899546979450033,-0.12386903025898387,-0.24991449346790398,1.0190186449172618,1.4098602186165419,-1.1422806341604015,4.1045168457722205
Profession du mari__policier retraité,0.3809512816888719,1.9216010951514702,-0.4753210969712616,-1.9796715899842126,-0.11282751990319707,-1.3268987524811837,-0.37390353037575524,-2.1084518164235546,-0.4853851545715105,0.3221225955190202
Profession du mari__pompiste,1.1184514492416033,1.3673578470407157,1.5977789903141792,0.591825664974775,0.5856490644873209,4.339631091491688,2.030228787960651,-0.9703160143064014,0.5460075259164833,-0.5500262555160402
